"country"	"danceability"	"energy"	"loudness"	"speechiness"	"acousticness"	"instrumentalness"	"liveness"	"valence"	"tempo"	"track.duration_ms"
"254"	"Turkey2010s"	0.489	0.884	-4.716	0.0567	0.191	0	0.0806	0.808	183.892	219872
"255"	"Turkey2010s"	0.756	0.884	-3.735	0.0796	0.2	6.62e-06	0.399	0.55	123.009	226010
"256"	"Turkey2010s"	0.825	0.4	-12.626	0.0456	0.49	0	0.0981	0.838	106	224716
"257"	"Turkey2010s"	0.591	0.733	-5.261	0.0278	0.013	0	0.0508	0.669	135.013	244645
"258"	"Turkey2010s"	0.788	0.655	-5.793	0.0497	0.381	0	0.291	0.581	112.985	264124
"259"	"Turkey2010s"	0.633	0.923	-4.506	0.0641	0.218	1.01e-06	0.11	0.501	100.003	198577
"260"	"Turkey2010s"	0.695	0.93	-4.832	0.044	0.0582	7.67e-06	0.0362	0.608	130.012	278853
"261"	"Turkey2010s"	0.538	0.84	-6.382	0.0609	0.227	0	0.129	0.718	140.018	255346
"262"	"Turkey2010s"	0.692	0.518	-9.391	0.0407	0.0183	0	0.284	0.326	98.02	210232
"263"	"Turkey2010s"	0.655	0.659	-10.277	0.0342	0.238	6.07e-05	0.0758	0.738	126.007	229800
"264"	"Turkey2010s"	0.651	0.891	-5.416	0.0519	0.268	0.0115	0.285	0.697	93.011	237139
"265"	"Turkey2010s"	0.71	0.768	-4.684	0.036	0.0874	0	0.138	0.564	128.009	263680
"266"	"Turkey2010s"	0.675	0.828	-6.571	0.0438	0.143	0.000161	0.336	0.927	128.053	235453
"267"	"Turkey2010s"	0.706	0.877	-6.668	0.0587	0.000985	0	0.323	0.69	127.06	279386
"268"	"Turkey2010s"	0.755	0.788	-5.029	0.128	0.265	0	0.156	0.566	96.994	186026
"269"	"Turkey2010s"	0.662	0.784	-5.193	0.0321	0.118	0.000923	0.133	0.723	98.005	250218
"270"	"Turkey2010s"	0.467	0.695	-5.78	0.026	0.00118	1.39e-05	0.19	0.314	96.288	248933
"271"	"Turkey2010s"	0.592	0.714	-6.363	0.055	0.023	9.36e-06	0.101	0.387	134.999	297168
"272"	"Turkey2010s"	0.662	0.855	-4.779	0.104	0.462	0	0.154	0.776	92.006	232338
"273"	"Turkey2010s"	0.733	0.873	-4.858	0.0549	0.0808	7.37e-05	0.575	0.673	99.988	236973
"274"	"Turkey2010s"	0.66	0.577	-5.457	0.0303	0.614	0	0.0953	0.362	106.968	235676
"275"	"Turkey2010s"	0.824	0.764	-4.199	0.0318	0.00918	1.28e-06	0.11	0.961	124.029	219585
"276"	"Turkey2010s"	0.583	0.383	-11.445	0.037	0.228	2.99e-05	0.134	0.39	136.151	242648
"277"	"Turkey2010s"	0.714	0.855	-6.671	0.0516	0.442	6.56e-06	0.105	0.799	96.016	226626
"278"	"Turkey2010s"	0.508	0.898	-7.347	0.113	0.116	3.7e-05	0.214	0.602	183.825	233466
"279"	"Turkey2010s"	0.635	0.589	-7.726	0.0382	0.0676	4.07e-06	0.0369	0.462	129.96	302480
"280"	"Turkey2010s"	0.404	0.427	-9.561	0.0389	0.659	0	0.113	0.44	120.172	237540
"281"	"Turkey2010s"	0.579	0.834	-7.124	0.0461	0.0624	0	0.248	0.545	73.054	192679
"282"	"Turkey2010s"	0.687	0.49	-7.637	0.0292	0.763	0	0.273	0.64	114.123	277137
"283"	"Turkey2010s"	0.476	0.655	-9.771	0.0848	0.581	0	0.118	0.741	188.013	270693
"284"	"Turkey2010s"	0.462	0.702	-4.033	0.0308	0.0848	0	0.183	0.328	150.078	281140
"285"	"Turkey2010s"	0.741	0.604	-6.801	0.0778	0.137	0	0.111	0.811	89.989	224626
"286"	"Turkey2010s"	0.705	0.93	-4.069	0.0398	0.00685	0.000189	0.315	0.96	130.027	251480
"287"	"Turkey2010s"	0.592	0.677	-7.899	0.208	0.429	0	0.0781	0.679	167.743	211127
"288"	"Turkey2010s"	0.691	0.448	-10.675	0.0249	0.41	0.00169	0.117	0.559	112.093	272169
"289"	"Turkey2010s"	0.704	0.876	-6.352	0.0902	0.0229	1.29e-05	0.0817	0.597	128.012	262680
"290"	"Turkey2010s"	0.633	0.855	-6.034	0.122	0.391	0	0.116	0.551	90.033	286386
"291"	"Turkey2010s"	0.591	0.938	-4.661	0.0562	0.16	0.000141	0.111	0.742	93.998	244453
"292"	"Turkey2010s"	0.616	0.658	-8.076	0.125	0.569	0	0.0908	0.461	174.007	243879
"293"	"Turkey2010s"	0.634	0.788	-7.771	0.0318	0.152	0.00488	0.108	0.696	139.957	253561
"294"	"Turkey2010s"	0.602	0.413	-9.397	0.0499	0.85	2.09e-05	0.243	0.383	150.356	258411
"295"	"Turkey2010s"	0.675	0.953	-3.885	0.1	0.051	0	0.3	0.536	107.964	189653
"296"	"Turkey2010s"	0.662	0.673	-5.586	0.0532	0.792	0	0.108	0.557	135.166	230556
"297"	"Turkey2010s"	0.57	0.583	-5.736	0.0353	0.0713	0	0.137	0.248	75.95	314906
"298"	"Turkey2010s"	0.707	0.878	-5.093	0.127	0.000367	5.3e-05	0.0383	0.59	127.982	286546
"299"	"Turkey2010s"	0.679	0.849	-4.129	0.0402	0.0279	0	0.0972	0.767	140.117	214320
"300"	"Global"	0.825	0.593	-6.401	0.0988	0.688	0.000161	0.17	0.54	98.078	209754
"301"	"Global"	0.621	0.601	-5.616	0.148	0.0522	0	0.46	0.457	116.735	163636
"302"	"Global"	0.759	0.548	-6.049	0.029	0.0392	0	0.0828	0.749	116.967	190799
"303"	"Global"	0.695	0.762	-3.497	0.0395	0.192	0.00244	0.0863	0.553	120.042	215280
"304"	"Global"	0.764	0.32	-7.209	0.0546	0.837	0	0.0822	0.575	91.019	189486
"305"	"Global"	0.335	0.625	-7.462	0.0386	0.164	0	0.0708	0.346	150.277	241106
"306"	"Global"	0.501	0.405	-5.679	0.0319	0.751	0	0.105	0.446	109.891	182160
"307"	"Global"	0.794	0.793	-4.521	0.0842	0.0125	0	0.0952	0.677	123.941	183290
"308"	"Global"	0.704	0.225	-14.454	0.0994	0.902	0.657	0.106	0.243	120.006	245425
"309"	"Global"	0.701	0.425	-10.965	0.375	0.328	0.13	0.1	0.562	135.128	194087
"310"	"Global"	0.676	0.771	-3.675	0.0483	0.0237	7e-06	0.102	0.569	99.048	207133
"311"	"Global"	0.513	0.796	-4.075	0.0629	0.00147	0.000209	0.0938	0.345	171.017	201573
"312"	"Global"	0.531	0.75	-5.831	0.111	0.00632	7.6e-05	0.117	0.198	169.954	200080
"313"	"Global"	0.721	0.716	-7.037	0.0657	0.0334	0.00084	0.237	0.667	104.994	221714
"314"	"Global"	0.803	0.715	-3.28	0.298	0.295	0.000134	0.0574	0.574	101.085	200960
"315"	"Global"	0.784	0.43	-8.756	0.0364	0.123	0	0.0887	0.236	127.087	159381
"316"	"Global"	0.735	0.478	-12.472	0.0293	0.189	2.48e-06	0.355	0.947	107.682	262960
"317"	"Global"	0.755	0.522	-4.368	0.0575	0.533	0	0.0685	0.925	89.96	157560
"318"	"Global"	0.598	0.427	-8.764	0.0317	0.0546	5.83e-06	0.21	0.0605	76.469	175720
"319"	"Global"	0.505	0.34	-9.005	0.0438	0.576	0	0.21	0.0916	101.993	206458
"320"	"Global"	0.886	0.672	-4.394	0.188	0.0363	8.78e-06	0.101	0.526	91.976	192024
"321"	"Global"	0.778	0.559	-7.109	0.0776	0.128	0	0.399	0.678	129.989	185093
"322"	"Global"	0.798	0.675	-5.041	0.0442	0.0912	0	0.0894	0.842	101.956	219946
"323"	"Global"	0.64	0.648	-8.113	0.187	0.124	0	0.0802	0.548	92.977	197866
"324"	"Global"	0.525	0.621	-7.364	0.116	0.0489	0	0.294	0.591	191.9	204093
"325"	"Global"	0.548	0.816	-4.209	0.0465	0.122	0	0.335	0.557	95.39	174000
"326"	"Global"	0.786	0.808	-3.702	0.0882	0.0846	0.000289	0.0822	0.609	105.027	301714
"327"	"Global"	0.778	0.317	-10.732	0.334	0.592	0	0.0881	0.327	140.048	178626
"328"	"Global"	0.882	0.78	-4.256	0.0939	0.159	5.22e-05	0.0973	0.867	117.945	157605
"329"	"Global"	0.339	0.214	-11.714	0.0375	0.908	7.47e-06	0.341	0.363	94.775	206639
"330"	"Global"	0.724	0.491	-6.024	0.0296	0.018	1.29e-05	0.0887	0.383	105.046	170746
"331"	"Global"	0.754	0.646	-5.795	0.317	0.152	1.85e-05	0.108	0.429	176.089	242573
"332"	"Global"	0.58	0.653	-3.818	0.0745	0.447	0	0.111	0.175	150.231	174960
"333"	"Global"	0.477	0.682	-4.931	0.0925	0.153	0	0.0763	0.345	110.567	202204
"334"	"Global"	0.843	0.391	-7.899	0.0845	0.181	0	0.137	0.496	129.972	160626
"335"	"Global"	0.878	0.619	-5.56	0.102	0.0533	0	0.113	0.639	136.041	157066
"336"	"Global"	0.589	0.472	-8.749	0.0502	0.614	0	0.505	0.898	67.196	126266
"337"	"Global"	0.575	0.621	-8.165	0.032	0.0392	0.0045	0.141	0.27	101.987	172213
"338"	"Global"	0.61	0.624	-4.773	0.309	0.6	2.12e-06	0.243	0.244	176.169	250533
"339"	"Global"	0.572	0.385	-6.362	0.0308	0.371	0	0.231	0.323	95.799	215733
"340"	"Global"	0.879	0.703	-4.219	0.0701	0.143	0	0.0569	0.788	94.004	199711
"341"	"Global"	0.754	0.424	-8.463	0.0363	0.643	0	0.0652	0.806	119.705	130973
"342"	"Global"	0.74	0.498	-6.684	0.0456	0.0169	0.00282	0.319	0.652	98.016	207038
"343"	"Global"	0.586	0.748	-6.879	0.1	0.122	0	0.043	0.275	77.09	138204
"344"	"Global"	0.806	0.786	-3.831	0.0741	0.145	0	0.0935	0.58	91.973	309120
"345"	"Global"	0.658	0.56	-9.049	0.0467	0.498	0	0.0794	0.854	161.994	182946
"346"	"Global"	0.24	0.598	-8.435	0.037	0.766	0	0.117	0.776	202.082	151933
"347"	"Global"	0.654	0.63	-4.644	0.0259	0.153	0	0.111	0.43	89.991	167693
"348"	"Global"	0.459	0.575	-4.858	0.0573	0.604	0	0.0885	0.183	111.881	215106
"349"	"Global"	0.745	0.642	-6.257	0.287	0.0204	0	0.0658	0.226	179.974	131240
"350"	"Argentina"	0.721	0.716	-7.037	0.0657	0.0334	0.00084	0.237	0.667	104.994	221714
"351"	"Argentina"	0.879	0.703	-4.219	0.0701	0.143	0	0.0569	0.788	94.004	199711
"352"	"Argentina"	0.786	0.808	-3.702	0.0882	0.0846	0.000289	0.0822	0.609	105.027	301714
"353"	"Argentina"	0.654	0.672	-5.98	0.311	0.471	0	0.0781	0.343	181.857	249520
"354"	"Argentina"	0.658	0.901	-2.814	0.0357	0.0478	0	0.12	0.708	93.979	210520
"355"	"Argentina"	0.781	0.866	-3.493	0.0867	0.216	0	0.101	0.864	95.993	165646
"356"	"Argentina"	0.803	0.715	-3.28	0.298	0.295	0.000134	0.0574	0.574	101.085	200960
"357"	"Argentina"	0.734	0.836	-4.803	0.0735	0.017	1.64e-05	0.179	0.623	80.002	270740
"358"	"Argentina"	0.886	0.672	-4.394	0.188	0.0363	8.78e-06	0.101	0.526	91.976	192024
"359"	"Argentina"	0.473	0.779	-3.725	0.0414	0.186	0	0.189	0.438	108.287	164457
"360"	"Argentina"	0.727	0.815	-2.454	0.153	0.0258	0	0.231	0.677	176.075	216066
"361"	"Argentina"	0.731	0.832	-2.592	0.0503	0.273	0	0.0665	0.94	146.013	178613
"362"	"Argentina"	0.732	0.644	-4.124	0.132	0.0934	4.54e-06	0.143	0.554	174.1	204906
"363"	"Argentina"	0.795	0.715	-3.582	0.0838	0.141	2.12e-06	0.179	0.758	165.941	304733
"364"	"Argentina"	0.743	0.709	-3.922	0.0879	0.0451	5.18e-06	0.0809	0.831	170.001	258600
"365"	"Argentina"	0.806	0.786	-3.831	0.0741	0.145	0	0.0935	0.58	91.973	309120
"366"	"Argentina"	0.754	0.646	-5.795	0.317	0.152	1.85e-05	0.108	0.429	176.089	242573
"367"	"Argentina"	0.825	0.593	-6.401	0.0988	0.688	0.000161	0.17	0.54	98.078	209754
"368"	"Argentina"	0.698	0.714	-6.178	0.367	0.368	0	0.0824	0.864	112.856	133691
"369"	"Argentina"	0.729	0.726	-3.208	0.0422	0.223	0	0.101	0.876	92.025	217129
"370"	"Argentina"	0.61	0.624	-4.773	0.309	0.6	2.12e-06	0.243	0.244	176.169	250533
"371"	"Argentina"	0.602	0.751	-4.358	0.327	0.173	0	0.667	0.934	163.874	196745
"372"	"Argentina"	0.759	0.548	-6.049	0.029	0.0392	0	0.0828	0.749	116.967	190799
"373"	"Argentina"	0.817	0.665	-6.224	0.0758	0.0549	0	0.103	0.662	104.957	215459
"374"	"Argentina"	0.795	0.676	-6.429	0.0589	0.138	0.00373	0.0734	0.882	100.045	158447
"375"	"Argentina"	0.795	0.783	-4.271	0.0432	0.361	0	0.437	0.8	92.016	266086
"376"	"Argentina"	0.683	0.51	-7.894	0.0646	0.447	0	0.175	0.255	95.08	173021
"377"	"Argentina"	0.711	0.757	-4.188	0.29	0.268	0	0.367	0.724	174.013	218586
"378"	"Argentina"	0.688	0.62	-8.029	0.22	0.753	5.27e-06	0.158	0.727	170.018	360960
"379"	"Argentina"	0.584	0.698	-3.961	0.106	0.09	6.87e-05	0.171	0.765	166.047	204786
"380"	"Argentina"	0.882	0.689	-4.027	0.124	0.39	0.00325	0.0501	0.746	97.963	161626
"381"	"Argentina"	0.78	0.759	-3.292	0.225	0.462	0.000868	0.143	0.579	91.952	201040
"382"	"Argentina"	0.725	0.79	-2.331	0.197	0.0711	1.14e-06	0.0602	0.763	175.988	287773
"383"	"Argentina"	0.738	0.748	-4.902	0.0453	0.182	0	0.11	0.896	94.949	217253
"384"	"Argentina"	0.81	0.471	-5.047	0.0496	0.00554	0.000197	0.134	0.391	75.003	143291
"385"	"Argentina"	0.704	0.643	-4.705	0.0903	0.00807	0	0.0895	0.806	176.038	159187
"386"	"Argentina"	0.855	0.649	-2.443	0.151	0.25	0	0.0801	0.741	161.986	263899
"387"	"Argentina"	0.681	0.648	-5.021	0.38	0.524	0	0.104	0.687	172.019	286506
"388"	"Argentina"	0.648	0.661	-5.027	0.195	0.121	2.33e-06	0.12	0.813	113.363	305962
"389"	"Argentina"	0.62	0.741	-6.081	0.137	0.531	2.92e-05	0.156	0.353	140.04	176394
"390"	"Argentina"	0.777	0.712	-4.84	0.277	0.217	0	0.091	0.68	95.692	175733
"391"	"Argentina"	0.739	0.863	-3.667	0.139	0.0656	0	0.254	0.773	173.946	279280
"392"	"Argentina"	0.747	0.647	-3.234	0.0737	0.113	0	0.112	0.478	87.988	233112
"393"	"Argentina"	0.938	0.654	-5.945	0.132	0.216	0	0.0744	0.596	122.929	121182
"394"	"Argentina"	0.849	0.781	-4.635	0.159	0.406	0	0.0801	0.893	84.041	217142
"395"	"Argentina"	0.719	0.753	-4.891	0.179	0.118	4.21e-06	0.212	0.675	174.107	204563
"396"	"Argentina"	0.767	0.709	-4.47	0.336	0.323	0	0.0745	0.72	171.993	256971
"397"	"Argentina"	0.826	0.773	-4.218	0.0524	0.323	0	0.143	0.761	126.899	238200
"398"	"Argentina"	0.737	0.86	-2.652	0.0593	0.11	1.94e-06	0.0574	0.656	93.989	193226
"399"	"Argentina"	0.817	0.672	-5.612	0.299	0.441	0	0.13	0.774	93.999	332240
"400"	"Australia"	0.825	0.593	-6.401	0.0988	0.688	0.000161	0.17	0.54	98.078	209754
"401"	"Australia"	0.621	0.601	-5.616	0.148	0.0522	0	0.46	0.457	116.735	163636
"402"	"Australia"	0.695	0.762	-3.497	0.0395	0.192	0.00244	0.0863	0.553	120.042	215280
"403"	"Australia"	0.794	0.793	-4.521	0.0842	0.0125	0	0.0952	0.677	123.941	183290
"404"	"Australia"	0.764	0.32	-7.209	0.0546	0.837	0	0.0822	0.575	91.019	189486
"405"	"Australia"	0.882	0.78	-4.256	0.0939	0.159	5.22e-05	0.0973	0.867	117.945	157605
"406"	"Australia"	0.778	0.559	-7.109	0.0776	0.128	0	0.399	0.678	129.989	185093
"407"	"Australia"	0.704	0.225	-14.454	0.0994	0.902	0.657	0.106	0.243	120.006	245425
"408"	"Australia"	0.485	0.461	-5.646	0.0444	0.44	0	0.232	0.324	87.009	200755
"409"	"Australia"	0.784	0.43	-8.756	0.0364	0.123	0	0.0887	0.236	127.087	159381
"410"	"Australia"	0.501	0.405	-5.679	0.0319	0.751	0	0.105	0.446	109.891	182160
"411"	"Australia"	0.755	0.522	-4.368	0.0575	0.533	0	0.0685	0.925	89.96	157560
"412"	"Australia"	0.701	0.425	-10.965	0.375	0.328	0.13	0.1	0.562	135.128	194087
"413"	"Australia"	0.598	0.526	-8.659	0.0415	0.129	0	0.14	0.529	123.935	168387
"414"	"Australia"	0.759	0.548	-6.049	0.029	0.0392	0	0.0828	0.749	116.967	190799
"415"	"Australia"	0.335	0.625	-7.462	0.0386	0.164	0	0.0708	0.346	150.277	241106
"416"	"Australia"	0.531	0.75	-5.831	0.111	0.00632	7.6e-05	0.117	0.198	169.954	200080
"417"	"Australia"	0.654	0.63	-4.644	0.0259	0.153	0	0.111	0.43	89.991	167693
"418"	"Australia"	0.64	0.648	-8.113	0.187	0.124	0	0.0802	0.548	92.977	197866
"419"	"Australia"	0.598	0.427	-8.764	0.0317	0.0546	5.83e-06	0.21	0.0605	76.469	175720
"420"	"Australia"	0.505	0.34	-9.005	0.0438	0.576	0	0.21	0.0916	101.993	206458
"421"	"Australia"	0.513	0.796	-4.075	0.0629	0.00147	0.000209	0.0938	0.345	171.017	201573
"422"	"Australia"	0.857	0.621	-6.376	0.0824	0.148	0	0.0865	0.668	97.986	204466
"423"	"Australia"	0.632	0.686	-7.665	0.243	0.549	0	0.2	0.329	89.949	170769
"424"	"Australia"	0.798	0.675	-5.041	0.0442	0.0912	0	0.0894	0.842	101.956	219946
"425"	"Australia"	0.659	0.623	-2.253	0.0451	0.0667	0	0.582	0.439	88.042	181823
"426"	"Australia"	0.548	0.816	-4.209	0.0465	0.122	0	0.335	0.557	95.39	174000
"427"	"Australia"	0.676	0.771	-3.675	0.0483	0.0237	7e-06	0.102	0.569	99.048	207133
"428"	"Australia"	0.677	0.744	-6.806	0.0295	0.0404	0.00016	0.074	0.631	124.08	152913
"429"	"Australia"	0.574	0.612	-4.741	0.0781	0.357	0	0.158	0.368	136.046	231663
"430"	"Australia"	0.459	0.575	-4.858	0.0573	0.604	0	0.0885	0.183	111.881	215106
"431"	"Australia"	0.715	0.624	-3.046	0.114	0.11	0	0.123	0.412	158.087	173325
"432"	"Australia"	0.619	0.459	-5.782	0.0334	0.56	0	0.137	0.498	126.803	184280
"433"	"Australia"	0.735	0.478	-12.472	0.0293	0.189	2.48e-06	0.355	0.947	107.682	262960
"434"	"Australia"	0.668	0.892	-3.001	0.0645	0.298	0	0.735	0.478	95.927	159011
"435"	"Australia"	0.801	0.589	-5.157	0.0485	0.0863	0	0.162	0.58	116.934	180146
"436"	"Australia"	0.339	0.214	-11.714	0.0375	0.908	7.47e-06	0.341	0.363	94.775	206639
"437"	"Australia"	0.477	0.682	-4.931	0.0925	0.153	0	0.0763	0.345	110.567	202204
"438"	"Australia"	0.847	0.678	-8.635	0.109	0.0669	0	0.274	0.811	97.984	200593
"439"	"Australia"	0.575	0.621	-8.165	0.032	0.0392	0.0045	0.141	0.27	101.987	172213
"440"	"Australia"	0.667	0.583	-5.127	0.0747	0.231	4.48e-05	0.181	0.187	92.043	181805
"441"	"Australia"	0.665	0.712	-7.536	0.0527	0.00103	0.00342	0.102	0.669	93.989	157220
"442"	"Australia"	0.878	0.619	-5.56	0.102	0.0533	0	0.113	0.639	136.041	157066
"443"	"Australia"	0.865	0.438	-8.943	0.0719	0.177	0	0.0743	0.695	129.038	223257
"444"	"Australia"	0.829	0.539	-7.359	0.208	0.136	1.78e-06	0.103	0.388	99.96	149546
"445"	"Australia"	0.572	0.385	-6.362	0.0308	0.371	0	0.231	0.323	95.799	215733
"446"	"Australia"	0.778	0.317	-10.732	0.334	0.592	0	0.0881	0.327	140.048	178626
"447"	"Australia"	0.815	0.518	-6.594	0.0897	0.223	0	0.104	0.877	151.891	177666
"448"	"Australia"	0.596	0.552	-10.278	0.097	0.0765	0.334	0.104	0.112	97.949	229320
"449"	"Australia"	0.752	0.488	-7.05	0.0705	0.297	9.11e-06	0.0936	0.533	136.041	201660
"450"	"Brazil"	0.826	0.73	-3.032	0.0809	0.383	0.000374	0.0197	0.605	150.134	157600
"451"	"Brazil"	0.832	0.55	-7.026	0.0587	0.249	8.17e-06	0.182	0.881	154.064	152783
"452"	"Brazil"	0.665	0.743	-4.434	0.0567	0.0604	0	0.959	0.658	131.573	147748
"453"	"Brazil"	0.722	0.84	-3.24	0.0785	0.42	0	0.112	0.851	150.108	187245
"454"	"Brazil"	0.528	0.87	-3.123	0.0851	0.24	0	0.333	0.714	152.37	181930
"455"	"Brazil"	0.819	0.684	-7.169	0.119	0.132	0	0.0942	0.959	170.187	137125
"456"	"Brazil"	0.707	0.664	-5.042	0.0382	0.361	0	0.331	0.674	124.991	179164
"457"	"Brazil"	0.648	0.795	-5.536	0.17	0.0748	0	0.38	0.598	180.043	194771
"458"	"Brazil"	0.845	0.954	-3.656	0.124	0.345	5.21e-05	0.115	0.63	137.995	160395
"459"	"Brazil"	0.68	0.869	-1.94	0.0589	0.178	0	0.223	0.924	173.997	143448
"460"	"Brazil"	0.888	0.841	-1.933	0.147	0.46	9.12e-05	0.0568	0.964	149.994	120200
"461"	"Brazil"	0.637	0.877	-3.68	0.198	0.469	0	0.343	0.691	118.889	175219
"462"	"Brazil"	0.621	0.7	-5.502	0.247	0.539	0	0.152	0.704	149.902	166400
"463"	"Brazil"	0.49	0.845	-3.359	0.0973	0.49	0	0.213	0.548	146.105	159164
"464"	"Brazil"	0.737	0.758	-5.508	0.0402	0.342	0	0.834	0.734	126.978	180001
"465"	"Brazil"	0.565	0.82	-5.031	0.243	0.589	0	0.621	0.604	76.471	224001
"466"	"Brazil"	0.776	0.864	-4.281	0.0517	0.478	0	0.932	0.701	134.992	157494
"467"	"Brazil"	0.787	0.934	-5.136	0.0773	0.223	1.87e-05	0.951	0.813	152.018	173229
"468"	"Brazil"	0.632	0.559	-6.74	0.0797	0.331	0	0.16	0.673	91.811	150026
"469"	"Brazil"	0.702	0.672	-3.308	0.397	0.261	0.000988	0.0916	0.722	131.453	163253
"470"	"Brazil"	0.603	0.804	-4.253	0.198	0.362	0	0.743	0.682	153.883	159779
"471"	"Brazil"	0.417	0.767	-3.31	0.194	0.0778	0	0.113	0.152	72.573	189600
"472"	"Brazil"	0.552	0.709	-5.435	0.129	0.611	0	0.763	0.528	117.582	157186
"473"	"Brazil"	0.887	0.683	-3.167	0.173	0.311	1.95e-06	0.0833	0.797	145.266	137430
"474"	"Brazil"	0.648	0.789	-4.767	0.0414	0.304	0	0.532	0.53	128.124	179722
"475"	"Brazil"	0.616	0.634	-7.389	0.546	0.619	0	0.0732	0.586	185.186	196800
"476"	"Brazil"	0.737	0.819	-5.056	0.0446	0.0726	0	0.36	0.904	139.988	157928
"477"	"Brazil"	0.759	0.548	-6.049	0.029	0.0392	0	0.0828	0.749	116.967	190799
"478"	"Brazil"	0.711	0.711	-5.691	0.0896	0.103	0	0.971	0.743	131.813	156371
"479"	"Brazil"	0.621	0.743	-3.864	0.0738	0.281	0	0.411	0.581	111.454	154661
"480"	"Brazil"	0.714	0.712	-4.403	0.0545	0.621	0	0.127	0.789	123.804	174863
"481"	"Brazil"	0.825	0.593	-6.401	0.0988	0.688	0.000161	0.17	0.54	98.078	209754
"482"	"Brazil"	0.668	0.684	-5.937	0.0527	0.627	0	0.923	0.7	108.138	187985
"483"	"Brazil"	0.716	0.426	-9.576	0.128	0.401	0	0.11	0.434	88.794	202287
"484"	"Brazil"	0.582	0.958	-2.395	0.0832	0.319	2.55e-06	0.322	0.831	173.937	154183
"485"	"Brazil"	0.71	0.905	-5.146	0.0716	0.557	1.31e-06	0.709	0.688	130.046	179064
"486"	"Brazil"	0.505	0.721	-5.86	0.061	0.768	0	0.869	0.421	106.248	189059
"487"	"Brazil"	0.734	0.484	-7.486	0.13	0.57	0	0.224	0.499	130.05	179339
"488"	"Brazil"	0.39	0.903	-3.846	0.409	0.445	0	0.911	0.47	195.62	181670
"489"	"Brazil"	0.648	0.453	-8.969	0.522	0.106	3.78e-06	0.106	0.359	130.199	147335
"490"	"Brazil"	0.542	0.876	-3.378	0.0972	0.724	0	0.925	0.634	118.777	182734
"491"	"Brazil"	0.676	0.888	-3.658	0.0783	0.375	0	0.231	0.711	160.034	179100
"492"	"Brazil"	0.843	0.925	0.302	0.0997	0.139	7.65e-06	0.109	0.59	159.926	134769
"493"	"Brazil"	0.804	0.637	-3.187	0.0542	0.47	0	0.969	0.732	113.979	175205
"494"	"Brazil"	0.804	0.932	-1.151	0.0374	0.407	0	0.873	0.912	126.953	215766
"495"	"Brazil"	0.674	0.447	-3.761	0.493	0.688	0	0.182	0.824	150.237	236852
"496"	"Brazil"	0.611	0.791	-3.095	0.0436	0.245	0	0.237	0.572	111.928	174178
"497"	"Brazil"	0.697	0.844	-3.076	0.0575	0.285	0	0.753	0.665	139.993	231680
"498"	"Brazil"	0.776	0.5	-4.788	0.0979	0.0537	0	0.344	0.491	92.027	190434
"499"	"Brazil"	0.751	0.709	-4.216	0.0382	0.125	0	0.807	0.515	114.094	219442
"500"	"Canada"	0.825	0.593	-6.401	0.0988	0.688	0.000161	0.17	0.54	98.078	209754
"501"	"Canada"	0.621	0.601	-5.616	0.148	0.0522	0	0.46	0.457	116.735	163636
"502"	"Canada"	0.531	0.75	-5.831	0.111	0.00632	7.6e-05	0.117	0.198	169.954	200080
"503"	"Canada"	0.513	0.796	-4.075	0.0629	0.00147	0.000209	0.0938	0.345	171.017	201573
"504"	"Canada"	0.695	0.762	-3.497	0.0395	0.192	0.00244	0.0863	0.553	120.042	215280
"505"	"Canada"	0.335	0.625	-7.462	0.0386	0.164	0	0.0708	0.346	150.277	241106
"506"	"Canada"	0.501	0.405	-5.679	0.0319	0.751	0	0.105	0.446	109.891	182160
"507"	"Canada"	0.784	0.43	-8.756	0.0364	0.123	0	0.0887	0.236	127.087	159381
"508"	"Canada"	0.704	0.225	-14.454	0.0994	0.902	0.657	0.106	0.243	120.006	245425
"509"	"Canada"	0.759	0.548	-6.049	0.029	0.0392	0	0.0828	0.749	116.967	190799
"510"	"Canada"	0.764	0.32	-7.209	0.0546	0.837	0	0.0822	0.575	91.019	189486
"511"	"Canada"	0.598	0.427	-8.764	0.0317	0.0546	5.83e-06	0.21	0.0605	76.469	175720
"512"	"Canada"	0.676	0.771	-3.675	0.0483	0.0237	7e-06	0.102	0.569	99.048	207133
"513"	"Canada"	0.701	0.425	-10.965	0.375	0.328	0.13	0.1	0.562	135.128	194087
"514"	"Canada"	0.755	0.522	-4.368	0.0575	0.533	0	0.0685	0.925	89.96	157560
"515"	"Canada"	0.735	0.478	-12.472	0.0293	0.189	2.48e-06	0.355	0.947	107.682	262960
"516"	"Canada"	0.778	0.559	-7.109	0.0776	0.128	0	0.399	0.678	129.989	185093
"517"	"Canada"	0.339	0.214	-11.714	0.0375	0.908	7.47e-06	0.341	0.363	94.775	206639
"518"	"Canada"	0.525	0.621	-7.364	0.116	0.0489	0	0.294	0.591	191.9	204093
"519"	"Canada"	0.794	0.793	-4.521	0.0842	0.0125	0	0.0952	0.677	123.941	183290
"520"	"Canada"	0.658	0.56	-9.049	0.0467	0.498	0	0.0794	0.854	161.994	182946
"521"	"Canada"	0.745	0.642	-6.257	0.287	0.0204	0	0.0658	0.226	179.974	131240
"522"	"Canada"	0.474	0.631	-5.884	0.343	0.0687	0	0.132	0.425	180.051	189322
