"country"	"danceability"	"energy"	"loudness"	"speechiness"	"acousticness"	"instrumentalness"	"liveness"	"valence"	"tempo"	"track.duration_ms"
"523"	"Canada"	0.24	0.598	-8.435	0.037	0.766	0	0.117	0.776	202.082	151933
"524"	"Canada"	0.505	0.34	-9.005	0.0438	0.576	0	0.21	0.0916	101.993	206458
"525"	"Canada"	0.831	0.502	-4.045	0.046	0.101	0	0.122	0.101	100.541	205426
"526"	"Canada"	0.589	0.472	-8.749	0.0502	0.614	0	0.505	0.898	67.196	126266
"527"	"Canada"	0.769	0.787	-3.909	0.367	0.189	0	0.129	0.836	126.77	159714
"528"	"Canada"	0.647	0.465	-8.308	0.0428	0.865	0	0.0882	0.699	151.251	119786
"529"	"Canada"	0.715	0.624	-3.046	0.114	0.11	0	0.123	0.412	158.087	173325
"530"	"Canada"	0.548	0.816	-4.209	0.0465	0.122	0	0.335	0.557	95.39	174000
"531"	"Canada"	0.64	0.648	-8.113	0.187	0.124	0	0.0802	0.548	92.977	197866
"532"	"Canada"	0.654	0.63	-4.644	0.0259	0.153	0	0.111	0.43	89.991	167693
"533"	"Canada"	0.754	0.424	-8.463	0.0363	0.643	0	0.0652	0.806	119.705	130973
"534"	"Canada"	0.58	0.653	-3.818	0.0745	0.447	0	0.111	0.175	150.231	174960
"535"	"Canada"	0.499	0.8	-2.665	0.0502	0.0906	0	0.147	0.272	139.919	229573
"536"	"Canada"	0.829	0.539	-7.359	0.208	0.136	1.78e-06	0.103	0.388	99.96	149546
"537"	"Canada"	0.843	0.391	-7.899	0.0845	0.181	0	0.137	0.496	129.972	160626
"538"	"Canada"	0.798	0.675	-5.041	0.0442	0.0912	0	0.0894	0.842	101.956	219946
"539"	"Canada"	0.724	0.491	-6.024	0.0296	0.018	1.29e-05	0.0887	0.383	105.046	170746
"540"	"Canada"	0.866	0.53	-6.347	0.0495	0.517	0.00159	0.0946	0.203	104.952	197973
"541"	"Canada"	0.659	0.623	-2.253	0.0451	0.0667	0	0.582	0.439	88.042	181823
"542"	"Canada"	0.878	0.619	-5.56	0.102	0.0533	0	0.113	0.639	136.041	157066
"543"	"Canada"	0.653	0.259	-13.336	0.0595	0.903	0	0.362	0.835	142.157	155453
"544"	"Canada"	0.599	0.642	-6.936	0.0363	0.164	3.33e-05	0.0992	0.349	115.412	222533
"545"	"Canada"	0.757	0.673	-8.513	0.141	0.095	0	0.338	0.574	92.958	185806
"546"	"Canada"	0.778	0.317	-10.732	0.334	0.592	0	0.0881	0.327	140.048	178626
"547"	"Canada"	0.459	0.575	-4.858	0.0573	0.604	0	0.0885	0.183	111.881	215106
"548"	"Canada"	0.509	0.812	-5.438	0.0537	0.0013	1.99e-05	0.214	0.689	159.876	229640
"549"	"Canada"	0.787	0.713	-5.252	0.401	0.0849	0	0.717	0.762	175.041	148759
"550"	"France"	0.932	0.778	-3.384	0.0638	0.212	0	0.168	0.933	124.996	188613
"551"	"France"	0.825	0.593	-6.401	0.0988	0.688	0.000161	0.17	0.54	98.078	209754
"552"	"France"	0.833	0.652	-6.194	0.31	0.0477	0.000138	0.145	0.414	130.002	155632
"553"	"France"	0.614	0.596	-7.664	0.357	0.605	5.3e-06	0.0945	0.248	152.138	209786
"554"	"France"	0.641	0.673	-7.017	0.0857	0.429	0	0.105	0.785	149.974	192106
"555"	"France"	0.777	0.495	-8.041	0.365	0.434	9.49e-06	0.108	0.449	98.752	395280
"556"	"France"	0.839	0.911	-5.625	0.172	0.207	4.9e-06	0.0711	0.779	114.959	209106
"557"	"France"	0.899	0.64	-7.148	0.288	0.165	0	0.0813	0.702	130.026	172933
"558"	"France"	0.763	0.914	-5.758	0.0961	0.262	0.153	0.304	0.966	142.065	223386
"559"	"France"	0.832	0.591	-5.481	0.147	0.0684	0.000368	0.196	0.537	104.996	178416
"560"	"France"	0.841	0.693	-7.335	0.207	0.396	4.03e-06	0.133	0.677	92.021	174933
"561"	"France"	0.649	0.574	-7.856	0.143	0.635	1.28e-05	0.161	0.361	199.906	196800
"562"	"France"	0.844	0.828	-6.322	0.0581	0.262	0.00435	0.0999	0.318	129.982	235506
"563"	"France"	0.963	0.745	-6.409	0.204	0.221	0	0.0966	0.777	112.969	208520
"564"	"France"	0.772	0.596	-7.962	0.102	0.534	0	0.172	0.603	152.057	232653
"565"	"France"	0.947	0.755	-6.686	0.189	0.309	0	0.0753	0.865	128.064	312213
"566"	"France"	0.892	0.459	-8.316	0.239	0.635	4.4e-05	0.062	0.501	96.975	143744
"567"	"France"	0.89	0.561	-7.063	0.325	0.0187	0	0.117	0.398	138.985	193066
"568"	"France"	0.939	0.7	-6.526	0.0519	0.187	0	0.094	0.886	132.004	279466
"569"	"France"	0.956	0.719	-6.034	0.0667	0.115	2.89e-06	0.0986	0.556	126.017	185320
"570"	"France"	0.816	0.895	-5.414	0.0673	0.0145	2.83e-05	0.0756	0.966	146.004	194053
"571"	"France"	0.963	0.665	-6.557	0.0509	0.334	0.000454	0.0735	0.963	124.962	192666
"572"	"France"	0.805	0.897	-5.783	0.0409	0.281	0.000163	0.0634	0.914	133.014	245026
"573"	"France"	0.663	0.702	-6.793	0.136	0.293	0	0.0741	0.645	168.118	211013
"574"	"France"	0.853	0.883	-4.69	0.0412	0.47	0.00533	0.097	0.526	130.003	239800
"575"	"France"	0.506	0.502	-8.126	0.0803	0.119	0	0.157	0.322	200.618	208893
"576"	"France"	0.718	0.712	-6.483	0.0536	0.21	0	0.0983	0.62	138.025	173386
"577"	"France"	0.8	0.756	-4.4	0.0367	0.687	2.06e-06	0.111	0.456	113.204	193443
"578"	"France"	0.513	0.796	-4.075	0.0629	0.00147	0.000209	0.0938	0.345	171.017	201573
"579"	"France"	0.928	0.716	-6.755	0.328	0.475	0	0.0986	0.663	114.031	177720
"580"	"France"	0.923	0.82	-6.191	0.108	0.228	0.00111	0.0689	0.836	103.973	222213
"581"	"France"	0.961	0.682	-6.53	0.123	0.265	0	0.0765	0.619	119.003	141880
"582"	"France"	0.584	0.692	-6.398	0.463	0.146	0	0.102	0.659	154.008	203520
"583"	"France"	0.706	0.584	-7.904	0.124	0.408	5.96e-06	0.105	0.451	142.04	249280
"584"	"France"	0.777	0.698	-7.706	0.0704	0.293	2.32e-05	0.0908	0.119	119.963	247161
"585"	"France"	0.698	0.737	-6.577	0.0525	0.548	0	0.161	0.933	74.978	214813
"586"	"France"	0.764	0.32	-7.209	0.0546	0.837	0	0.0822	0.575	91.019	189486
"587"	"France"	0.659	0.297	-19.793	0.0811	0.295	0	0.213	0.494	147.98	184606
"588"	"France"	0.755	0.875	-5.944	0.193	0.399	0	0.115	0.393	145.008	203301
"589"	"France"	0.64	0.419	-9.962	0.168	0.326	0.000271	0.137	0.202	131.936	244320
"590"	"France"	0.769	0.658	-7.272	0.0598	0.44	0	0.22	0.421	134.012	167506
"591"	"France"	0.931	0.738	-5.83	0.08	0.217	1.04e-05	0.0996	0.861	130.005	156466
"592"	"France"	0.721	0.716	-7.037	0.0657	0.0334	0.00084	0.237	0.667	104.994	221714
"593"	"France"	0.815	0.862	-4.635	0.0719	0.0104	0.000184	0.0654	0.954	138.026	279666
"594"	"France"	0.739	0.656	-5.516	0.0578	0.764	4.09e-06	0.0896	0.47	82.011	158275
"595"	"France"	0.759	0.548	-6.049	0.029	0.0392	0	0.0828	0.749	116.967	190799
"596"	"France"	0.497	0.755	-6.948	0.0497	7e-04	0.585	0.33	0.493	121.869	182186
"597"	"France"	0.883	0.557	-4.453	0.0581	0.000273	6.99e-06	0.0629	0.681	131.032	164666
"598"	"France"	0.951	0.711	-5.665	0.252	0.552	1.08e-05	0.105	0.784	126.093	137080
"599"	"France"	0.787	0.741	-5.484	0.0592	0.329	1.88e-05	0.341	0.466	105	196880
"600"	"Germany"	0.606	0.715	-5.608	0.173	0.294	0.000133	0.124	0.393	174.049	200493
"601"	"Germany"	0.544	0.53	-6.168	0.428	0.345	0	0.0981	0.184	90.093	179812
"602"	"Germany"	0.796	0.631	-7.343	0.052	0.0106	0.00183	0.116	0.534	155.985	178648
"603"	"Germany"	0.941	0.758	-6.47	0.17	0.0256	0.00263	0.193	0.683	128.02	157093
"604"	"Germany"	0.612	0.704	-4.147	0.372	0.126	0	0.569	0.672	96.015	192147
"605"	"Germany"	0.825	0.593	-6.401	0.0988	0.688	0.000161	0.17	0.54	98.078	209754
"606"	"Germany"	0.835	0.601	-6.411	0.0562	0.298	0	0.111	0.853	137.998	208946
"607"	"Germany"	0.495	0.619	-5.989	0.154	0.381	0.014	0.177	0.141	93.513	176228
"608"	"Germany"	0.802	0.8	-5.034	0.0412	0.134	0.000706	0.306	0.567	104.062	198080
"609"	"Germany"	0.899	0.67	-6.455	0.163	0.269	1.38e-05	0.105	0.413	148.065	163146
"610"	"Germany"	0.335	0.625	-7.462	0.0386	0.164	0	0.0708	0.346	150.277	241106
"611"	"Germany"	0.48	0.749	-5.057	0.432	0.533	0	0.0997	0.419	179.056	194534
"612"	"Germany"	0.856	0.477	-6.962	0.055	0.294	0.386	0.121	0.46	133.962	176066
"613"	"Germany"	0.802	0.665	-6.891	0.207	0.0998	1.89e-06	0.0956	0.547	160.051	208106
"614"	"Germany"	0.608	0.698	-5.279	0.0484	0.0374	0.00324	0.0791	0.296	154.996	175106
"615"	"Germany"	0.719	0.705	-6.891	0.252	0.223	1.89e-06	0.152	0.435	133.927	162650
"616"	"Germany"	0.735	0.478	-12.472	0.0293	0.189	2.48e-06	0.355	0.947	107.682	262960
"617"	"Germany"	0.657	0.639	-6.588	0.183	0.087	0.00148	0.141	0.216	149.995	156946
"618"	"Germany"	0.753	0.77	-5.388	0.166	0.112	6.77e-06	0.165	0.56	128.099	220080
"619"	"Germany"	0.698	0.634	-6.121	0.0742	0.139	4.89e-06	0.338	0.528	159.992	255133
"620"	"Germany"	0.816	0.63	-5.568	0.226	0.133	0	0.0692	0.715	96.493	131606
"621"	"Germany"	0.657	0.691	-7.907	0.236	0.213	0	0.099	0.493	160.106	237157
"622"	"Germany"	0.901	0.832	-6.906	0.074	0.121	0.249	0.213	0.708	130.994	191760
"623"	"Germany"	0.787	0.671	-4.447	0.0409	0.0642	0.0112	0.107	0.548	159.058	169293
"624"	"Germany"	0.711	0.682	-5.073	0.0558	0.151	0	0.0669	0.466	89.015	161882
"625"	"Germany"	0.754	0.68	-6.331	0.224	0.345	0	0.153	0.499	118.008	171355
"626"	"Germany"	0.784	0.43	-8.756	0.0364	0.123	0	0.0887	0.236	127.087	159381
"627"	"Germany"	0.738	0.512	-7.622	0.0337	0.582	0	0.177	0.351	94.014	169179
"628"	"Germany"	0.882	0.78	-4.256	0.0939	0.159	5.22e-05	0.0973	0.867	117.945	157605
"629"	"Germany"	0.482	0.656	-7.884	0.176	0.113	0.000842	0.172	0.471	169.876	171946
"630"	"Germany"	0.613	0.868	-4.685	0.208	0.0187	0	0.247	0.482	154.041	168986
"631"	"Germany"	0.525	0.621	-7.364	0.116	0.0489	0	0.294	0.591	191.9	204093
"632"	"Germany"	0.513	0.583	-10.863	0.038	0.355	1.96e-05	0.18	0.866	180.184	241626
"633"	"Germany"	0.793	0.668	-5.644	0.131	0.212	5.73e-05	0.113	0.349	77.516	174746
"634"	"Germany"	0.631	0.673	-4.892	0.384	0.407	0	0.154	0.721	83.504	172035
"635"	"Germany"	0.708	0.453	-10.851	0.503	0.158	0	0.0923	0.32	177.874	162621
"636"	"Germany"	0.534	0.905	-3.315	0.0369	0.129	0	0.128	0.961	202.899	220160
"637"	"Germany"	0.578	0.676	-5.478	0.033	0.114	0	0.255	0.524	149.965	231933
"638"	"Germany"	0.735	0.675	-6.135	0.0697	0.113	4.75e-05	0.0791	0.458	109.994	213320
"639"	"Germany"	0.698	0.84	-3.904	0.0768	0.00514	0	0.152	0.263	140.141	163106
"640"	"Germany"	0.719	0.64	-7.058	0.196	0.0509	0.00415	0.173	0.577	164.081	177240
"641"	"Germany"	0.641	0.847	-5.013	0.345	0.0705	0	0.131	0.416	95.88	170253
"642"	"Germany"	0.617	0.467	-9.869	0.144	0.287	0.000376	0.0905	0.219	162.066	160226
"643"	"Germany"	0.851	0.695	-6.675	0.163	0.0844	4.42e-06	0.165	0.788	131.938	139693
"644"	"Germany"	0.778	0.559	-7.109	0.0776	0.128	0	0.399	0.678	129.989	185093
"645"	"Germany"	0.513	0.796	-4.075	0.0629	0.00147	0.000209	0.0938	0.345	171.017	201573
"646"	"Germany"	0.621	0.601	-5.616	0.148	0.0522	0	0.46	0.457	116.735	163636
"647"	"Germany"	0.663	0.691	-3.903	0.0586	0.0556	4.7e-06	0.104	0.19	161.866	190640
"648"	"Germany"	0.704	0.782	-5.471	0.164	0.282	0.00769	0.0759	0.346	93.35	158060
"649"	"Germany"	0.685	0.819	-4.723	0.247	0.0168	0	0.421	0.385	109.697	183040
"650"	"Greece"	0.747	0.586	-8.799	0.0591	0.261	2.78e-05	0.11	0.176	99.986	194400
"651"	"Greece"	0.598	0.427	-8.764	0.0317	0.0546	5.83e-06	0.21	0.0605	76.469	175720
"652"	"Greece"	0.825	0.593	-6.401	0.0988	0.688	0.000161	0.17	0.54	98.078	209754
"653"	"Greece"	0.476	0.684	-7.804	0.239	0.111	8.89e-05	0.169	0.529	172.648	178959
"654"	"Greece"	0.746	0.647	-6.082	0.0827	0.59	0.000224	0.136	0.222	96.964	222004
"655"	"Greece"	0.531	0.75	-5.831	0.111	0.00632	7.6e-05	0.117	0.198	169.954	200080
"656"	"Greece"	0.611	0.834	-3.708	0.23	0.397	0	0.174	0.85	93.066	273548
"657"	"Greece"	0.725	0.701	-7.718	0.108	0.068	0	0.128	0.118	94.031	167167
"658"	"Greece"	0.513	0.796	-4.075	0.0629	0.00147	0.000209	0.0938	0.345	171.017	201573
"659"	"Greece"	0.704	0.225	-14.454	0.0994	0.902	0.657	0.106	0.243	120.006	245425
"660"	"Greece"	0.792	0.687	-6.647	0.109	0.356	0	0.103	0.803	149.92	198358
"661"	"Greece"	0.701	0.425	-10.965	0.375	0.328	0.13	0.1	0.562	135.128	194087
"662"	"Greece"	0.759	0.548	-6.049	0.029	0.0392	0	0.0828	0.749	116.967	190799
"663"	"Greece"	0.78	0.759	-6.818	0.0604	0.229	3.9e-06	0.319	0.395	93.009	178089
"664"	"Greece"	0.803	0.556	-7.866	0.0636	0.282	0	0.106	0.353	100.046	232776
"665"	"Greece"	0.843	0.391	-7.899	0.0845	0.181	0	0.137	0.496	129.972	160626
"666"	"Greece"	0.736	0.773	-8.762	0.0691	0.639	0.282	0.179	0.415	114.474	155109
"667"	"Greece"	0.621	0.601	-5.616	0.148	0.0522	0	0.46	0.457	116.735	163636
"668"	"Greece"	0.501	0.405	-5.679	0.0319	0.751	0	0.105	0.446	109.891	182160
"669"	"Greece"	0.86	0.441	-11.078	0.45	0.0876	0	0.169	0.203	142.974	234965
"670"	"Greece"	0.784	0.43	-8.756	0.0364	0.123	0	0.0887	0.236	127.087	159381
"671"	"Greece"	0.449	0.548	-7.743	0.153	0.373	2.99e-06	0.0883	0.176	70.766	179916
"672"	"Greece"	0.794	0.793	-4.521	0.0842	0.0125	0	0.0952	0.677	123.941	183290
"673"	"Greece"	0.803	0.462	-9.336	0.355	0.142	0	0.403	0.296	147.016	212244
"674"	"Greece"	0.748	0.56	-10.624	0.0754	0.169	3.69e-05	0.0665	0.215	99.03	184242
"675"	"Greece"	0.335	0.625	-7.462	0.0386	0.164	0	0.0708	0.346	150.277	241106
"676"	"Greece"	0.716	0.78	-4.616	0.0445	0.377	0.000351	0.0753	0.187	94.028	256373
"677"	"Greece"	0.51	0.813	-6.061	0.353	0.437	0	0.0594	0.733	162.6	180000
"678"	"Greece"	0.536	0.548	-10.821	0.451	0.215	0	0.0887	0.387	80.706	204705
"679"	"Greece"	0.902	0.752	-5.75	0.248	0.14	5.16e-05	0.133	0.721	150.001	206829
"680"	"Greece"	0.503	0.871	-4.502	0.236	0.187	1.34e-05	0.126	0.55	176.038	167230
"681"	"Greece"	0.763	0.822	-2.578	0.066	0.101	0.000131	0.077	0.567	100.024	208013
"682"	"Greece"	0.735	0.478	-12.472	0.0293	0.189	2.48e-06	0.355	0.947	107.682	262960
"683"	"Greece"	0.778	0.317	-10.732	0.334	0.592	0	0.0881	0.327	140.048	178626
"684"	"Greece"	0.822	0.514	-9.847	0.217	0.372	1.06e-05	0.137	0.453	89.995	165336
"685"	"Greece"	0.798	0.732	-7.661	0.0832	0.144	0	0.213	0.66	102.038	263529
"686"	"Greece"	0.903	0.527	-9.019	0.0664	0.0138	5.6e-06	0.0736	0.941	144.98	225931
"687"	"Greece"	0.676	0.771	-3.675	0.0483	0.0237	7e-06	0.102	0.569	99.048	207133
"688"	"Greece"	0.695	0.762	-3.497	0.0395	0.192	0.00244	0.0863	0.553	120.042	215280
"689"	"Greece"	0.83	0.515	-5.306	0.102	0.071	0	0.0513	0.772	95.026	239684
"690"	"Greece"	0.816	0.556	-7.74	0.378	0.689	0	0.0667	0.541	129.937	124972
"691"	"Greece"	0.589	0.472	-8.749	0.0502	0.614	0	0.505	0.898	67.196	126266
"692"	"Greece"	0.707	0.764	-5.062	0.0305	0.218	4.57e-05	0.074	0.598	99.974	146973
"693"	"Greece"	0.769	0.787	-3.909	0.367	0.189	0	0.129	0.836	126.77	159714
"694"	"Greece"	0.678	0.917	-5.043	0.0811	0.152	0	0.191	0.7	112.193	200200
"695"	"Greece"	0.525	0.621	-7.364	0.116	0.0489	0	0.294	0.591	191.9	204093
"696"	"Greece"	0.24	0.598	-8.435	0.037	0.766	0	0.117	0.776	202.082	151933
"697"	"Greece"	0.64	0.648	-8.113	0.187	0.124	0	0.0802	0.548	92.977	197866
"698"	"Greece"	0.464	0.597	-9.813	0.222	0.627	0.82	0.213	0.271	81.07	235609
"699"	"Greece"	0.724	0.491	-6.024	0.0296	0.018	1.29e-05	0.0887	0.383	105.046	170746
"700"	"Japan"	0.538	0.869	-3.464	0.0275	0.047	0	0.14	0.369	91.972	326842
"701"	"Japan"	0.606	0.901	-2.552	0.11	0.67	0	0.289	0.748	93.012	274912
"702"	"Japan"	0.547	0.577	-6.087	0.0336	0.0152	0	0.109	0.494	164.032	280856
"703"	"Japan"	0.541	0.8	-3.687	0.0382	0.0442	0	0.398	0.56	129.939	299164
"704"	"Japan"	0.574	0.936	-3.185	0.07	0.0585	0	0.336	0.793	149.953	202394
"705"	"Japan"	0.545	0.745	-3.098	0.0286	0.0452	0	0.0907	0.413	106.094	306626
"706"	"Japan"	0.514	0.791	-1.927	0.0318	0.00345	0	0.141	0.482	96.966	324633
"707"	"Japan"	0.534	0.642	-5.568	0.0372	0.52	0	0.39	0.443	155.916	223640
"708"	"Japan"	0.404	0.705	-3.324	0.0315	0.128	0	0.123	0.42	154.02	340080
"709"	"Japan"	0.54	0.923	-2.838	0.0623	0.066	0	0.124	0.343	137.977	294813
"710"	"Japan"	0.466	0.934	-2.739	0.0539	0.00333	0	0.277	0.62	154.966	257066
"711"	"Japan"	0.524	0.687	-4.039	0.0267	0.00135	0	0.169	0.619	99.919	246306
"712"	"Japan"	0.609	0.869	-5.129	0.0422	0.00864	0	0.283	0.626	154.024	256131
"713"	"Japan"	0.471	0.852	-3.391	0.0462	0.0408	0	0.329	0.491	79.931	261910
"714"	"Japan"	0.649	0.903	-2.661	0.0764	0.38	0	0.0485	0.698	105.022	202285
"715"	"Japan"	0.638	0.766	-5.541	0.0268	0.156	0	0.124	0.595	112	342773
"716"	"Japan"	0.441	0.852	-3.595	0.0383	0.0254	0	0.0862	0.64	104.855	238093
"717"	"Japan"	0.359	0.648	-3.36	0.0373	0.047	2.43e-06	0.16	0.336	78.308	314146
"718"	"Japan"	0.591	0.673	-2.445	0.0294	0.263	0	0.109	0.525	106.956	326866
"719"	"Japan"	0.378	0.426	-7.314	0.0308	0.675	0	0.207	0.184	152.03	352506
"720"	"Japan"	0.679	0.834	-3.223	0.032	0.343	5.74e-06	0.119	0.962	139.996	198971
"721"	"Japan"	0.508	0.964	-4.077	0.0831	0.00141	0	0.197	0.609	134.982	248706
"722"	"Japan"	0.31	0.891	-1.66	0.0469	0.00157	0	0.284	0.748	184.886	270026
"723"	"Japan"	0.379	0.69	-4.79	0.0549	0.0286	0	0.335	0.288	173.716	295600
"724"	"Japan"	0.523	0.445	-6.359	0.0329	0.188	0	0.18	0.336	78.957	308146
"725"	"Japan"	0.403	0.87	-1.871	0.0474	0.00465	0	0.139	0.549	115.398	222520
"726"	"Japan"	0.625	0.668	-4.315	0.0249	0.288	0	0.107	0.292	95.968	289577
"727"	"Japan"	0.701	0.425	-10.965	0.375	0.328	0.13	0.1	0.562	135.128	194087
"728"	"Japan"	0.422	0.969	-0.824	0.0591	0.00585	0	0.533	0.496	92.524	223186
"729"	"Japan"	0.37	0.8	-3.403	0.0436	0.151	3.33e-06	0.089	0.451	161.934	295600
"730"	"Japan"	0.557	0.917	-3.426	0.0757	0.00118	0.00914	0.419	0.653	158	302493
"731"	"Japan"	0.769	0.817	-5.409	0.103	0.0225	1.03e-06	0.244	0.896	118.021	182633
"732"	"Japan"	0.574	0.714	-1.969	0.0329	0.18	0	0.31	0.633	107.985	304933
"733"	"Japan"	0.502	0.632	-4.612	0.0273	0.447	0	0.103	0.308	152.014	307066
"734"	"Japan"	0.545	0.979	-2.8	0.153	0.00339	0.000118	0.0775	0.309	135.002	238586
"735"	"Japan"	0.825	0.652	-3.183	0.0802	0.581	0	0.0931	0.931	95.977	233712
"736"	"Japan"	0.598	0.878	-3.144	0.0634	0.0038	0	0.0468	0.901	125.529	213613
"737"	"Japan"	0.505	0.791	-3.729	0.0308	0.0839	0	0.187	0.425	169.964	236253
"738"	"Japan"	0.519	0.666	-6.163	0.0262	0.553	0.000169	0.0948	0.461	149.839	328626
"739"	"Japan"	0.63	0.8	-3.427	0.036	0.0851	0	0.0618	0.717	90.02	232439
"740"	"Japan"	0.425	0.916	-2.909	0.118	0.113	0.000398	0.108	0.659	199.694	235866
"741"	"Japan"	0.673	0.85	-5.021	0.0337	0.0345	1.14e-05	0.0943	0.793	100.008	235240
"742"	"Japan"	0.431	0.598	-3.733	0.0296	0.209	0	0.218	0.356	76.18	269786
"743"	"Japan"	0.746	0.773	-5.04	0.0442	0.137	0	0.771	0.733	100.993	208346
"744"	"Japan"	0.533	0.918	-2.095	0.0616	0.00894	0	0.643	0.662	92.504	211600
"745"	"Japan"	0.442	0.748	-5.448	0.0302	0.074	0	0.1	0.493	89.956	324053
"746"	"Japan"	0.764	0.32	-7.209	0.0546	0.837	0	0.0822	0.575	91.019	189486
"747"	"Japan"	0.759	0.548	-6.049	0.029	0.0392	0	0.0828	0.749	116.967	190799
"748"	"Japan"	0.335	0.625	-7.462	0.0386	0.164	0	0.0708	0.346	150.277	241106
"749"	"Japan"	0.584	0.849	-3.983	0.0403	0.1	0	0.304	0.707	139.032	289845
"750"	"UnitedKingdom"	0.825	0.593	-6.401	0.0988	0.688	0.000161	0.17	0.54	98.078	209754
"751"	"UnitedKingdom"	0.335	0.625	-7.462	0.0386	0.164	0	0.0708	0.346	150.277	241106
"752"	"UnitedKingdom"	0.735	0.478	-12.472	0.0293	0.189	2.48e-06	0.355	0.947	107.682	262960
"753"	"UnitedKingdom"	0.817	0.781	-4.178	0.112	0.00838	5.21e-06	0.123	0.359	104	216706
"754"	"UnitedKingdom"	0.459	0.575	-4.858	0.0573	0.604	0	0.0885	0.183	111.881	215106
"755"	"UnitedKingdom"	0.794	0.793	-4.521	0.0842	0.0125	0	0.0952	0.677	123.941	183290
"756"	"UnitedKingdom"	0.621	0.601	-5.616	0.148	0.0522	0	0.46	0.457	116.735	163636
"757"	"UnitedKingdom"	0.501	0.405	-5.679	0.0319	0.751	0	0.105	0.446	109.891	182160
"758"	"UnitedKingdom"	0.589	0.472	-8.749	0.0502	0.614	0	0.505	0.898	67.196	126266
"759"	"UnitedKingdom"	0.319	0.651	-6.335	0.0342	0.501	4.73e-05	0.241	0.474	118.501	272200
"760"	"UnitedKingdom"	0.339	0.214	-11.714	0.0375	0.908	7.47e-06	0.341	0.363	94.775	206639
"761"	"UnitedKingdom"	0.525	0.621	-7.364	0.116	0.0489	0	0.294	0.591	191.9	204093
"762"	"UnitedKingdom"	0.599	0.642	-6.936	0.0363	0.164	3.33e-05	0.0992	0.349	115.412	222533
"763"	"UnitedKingdom"	0.882	0.78	-4.256	0.0939	0.159	5.22e-05	0.0973	0.867	117.945	157605
"764"	"UnitedKingdom"	0.704	0.225	-14.454	0.0994	0.902	0.657	0.106	0.243	120.006	245425
"765"	"UnitedKingdom"	0.676	0.771	-3.675	0.0483	0.0237	7e-06	0.102	0.569	99.048	207133
"766"	"UnitedKingdom"	0.24	0.598	-8.435	0.037	0.766	0	0.117	0.776	202.082	151933
"767"	"UnitedKingdom"	0.695	0.762	-3.497	0.0395	0.192	0.00244	0.0863	0.553	120.042	215280
"768"	"UnitedKingdom"	0.778	0.559	-7.109	0.0776	0.128	0	0.399	0.678	129.989	185093
"769"	"UnitedKingdom"	0.701	0.425	-10.965	0.375	0.328	0.13	0.1	0.562	135.128	194087
"770"	"UnitedKingdom"	0.534	0.905	-3.315	0.0369	0.129	0	0.128	0.961	202.899	220160
"771"	"UnitedKingdom"	0.531	0.75	-5.831	0.111	0.00632	7.6e-05	0.117	0.198	169.954	200080
"772"	"UnitedKingdom"	0.736	0.308	-7.83	0.0677	0.946	0	0.186	0.361	111.202	220492
"773"	"UnitedKingdom"	0.598	0.526	-8.659	0.0415	0.129	0	0.14	0.529	123.935	168387
"774"	"UnitedKingdom"	0.857	0.621	-6.376	0.0824	0.148	0	0.0865	0.668	97.986	204466
"775"	"UnitedKingdom"	0.526	0.925	-5.584	0.0363	0.102	8.9e-06	0.305	0.819	140.308	272393
"776"	"UnitedKingdom"	0.903	0.839	-9.447	0.208	0.0939	0	0.102	0.727	133.986	190537
"777"	"UnitedKingdom"	0.513	0.583	-10.863	0.038	0.355	1.96e-05	0.18	0.866	180.184	241626
"778"	"UnitedKingdom"	0.509	0.812	-5.438	0.0537	0.0013	1.99e-05	0.214	0.689	159.876	229640
"779"	"UnitedKingdom"	0.812	0.496	-5.969	0.297	0.271	0	0.0955	0.55	109.979	241293
"780"	"UnitedKingdom"	0.754	0.424	-8.463	0.0363	0.643	0	0.0652	0.806	119.705	130973
"781"	"UnitedKingdom"	0.647	0.465	-8.308	0.0428	0.865	0	0.0882	0.699	151.251	119786
"782"	"UnitedKingdom"	0.658	0.56	-9.049	0.0467	0.498	0	0.0794	0.854	161.994	182946
"783"	"UnitedKingdom"	0.328	0.607	-11.076	0.0315	0.319	0	0.765	0.395	146.539	213880
"784"	"UnitedKingdom"	0.682	0.653	-6.062	0.339	0.13	0.00116	0.129	0.428	188.115	196266
"785"	"UnitedKingdom"	0.891	0.675	-6.892	0.152	0.11	0	0.275	0.562	127.012	217704
"786"	"UnitedKingdom"	0.639	0.815	-3.845	0.0362	0.468	0	0.344	0.758	112.985	239586
"787"	"UnitedKingdom"	0.591	0.8	-4.956	0.286	0.353	0	0.247	0.596	139.473	175462
"788"	"UnitedKingdom"	0.513	0.796	-4.075	0.0629	0.00147	0.000209	0.0938	0.345	171.017	201573
"789"	"UnitedKingdom"	0.764	0.32	-7.209	0.0546	0.837	0	0.0822	0.575	91.019	189486
"790"	"UnitedKingdom"	0.575	0.621	-8.165	0.032	0.0392	0.0045	0.141	0.27	101.987	172213
"791"	"UnitedKingdom"	0.774	0.511	-8.914	0.0319	0.322	0	0.0672	0.771	94.736	227653
"792"	"UnitedKingdom"	0.759	0.548	-6.049	0.029	0.0392	0	0.0828	0.749	116.967	190799
"793"	"UnitedKingdom"	0.798	0.675	-5.041	0.0442	0.0912	0	0.0894	0.842	101.956	219946
